index,influence,blend_in,special,leader,authority
5398,no,yes,no,no,yes
5399,yes,yes,yes,yes,yes
5400,yes,yes,no,yes,yes
5401,no,yes,yes,yes,yes
5402,yes,yes,yes,no,no
5403,no,yes,no,no,no
5404,yes,yes,yes,no,no
5405,yes,no,yes,yes,yes
5406,yes,yes,yes,no,no
5407,yes,yes,no,yes,no
5408,no,yes,no,no,no
5409,yes,yes,yes,yes,yes
5410,yes,yes,no,no,no
5411,yes,yes,yes,yes,yes
5412,yes,yes,no,no,no
5413,yes,no,yes,yes,yes
5414,yes,yes,yes,no,yes
5415,no,yes,no,no,no
5416,no,yes,no,no,no
5417,no,yes,no,no,yes
5418,yes,no,yes,yes,yes
5419,no,yes,no,no,no
5420,no,yes,no,no,no
5421,yes,no,no,yes,yes
5422,no,yes,no,no,no
5423,no,yes,yes,no,yes
5424,yes,yes,no,yes,no
5425,yes,no,no,yes,yes
5426,no,no,no,no,no
5427,no,no,yes,no,yes
5428,no,no,no,no,yes
5429,no,yes,no,no,no
5430,yes,no,yes,yes,no
5431,yes,no,no,yes,yes
5432,no,yes,no,no,yes
5433,no,yes,no,no,yes
5434,yes,yes,no,no,no
5435,no,yes,yes,no,no
5436,no,yes,yes,no,no
5437,yes,yes,no,yes,no
5438,yes,yes,yes,yes,yes
5439,yes,no,no,yes,no
5440,no,yes,no,no,no
5441,yes,yes,yes,yes,yes
5442,no,yes,yes,no,no
5443,yes,no,yes,yes,no
5444,yes,no,yes,no,no
5445,yes,yes,no,no,no
5446,yes,yes,no,no,no
5447,yes,yes,no,yes,yes
5448,no,yes,yes,no,yes
5449,yes,yes,yes,yes,no
5450,yes,yes,no,yes,no
5451,no,yes,no,yes,yes
5452,yes,yes,yes,yes,yes
5453,yes,yes,yes,yes,yes
5454,yes,yes,no,yes,no
5455,no,no,no,yes,yes
5456,yes,yes,no,yes,yes
5457,yes,yes,yes,no,no
5458,yes,yes,yes,yes,no
5459,no,yes,no,yes,no
5460,no,yes,no,no,no
5461,no,yes,no,yes,no
5462,yes,no,yes,yes,no
5463,yes,yes,yes,yes,no
5464,yes,no,yes,yes,yes
5465,no,no,no,yes,no
5466,no,yes,no,no,no
5467,yes,yes,yes,no,no
5468,no,yes,no,no,no
5469,no,yes,no,no,no
5470,yes,yes,no,no,no
5471,no,yes,no,yes,no
5472,no,yes,no,no,no
5473,yes,no,no,yes,no
5474,yes,yes,no,no,yes
5475,yes,yes,yes,yes,yes
5476,no,yes,yes,yes,no
5477,yes,yes,no,yes,yes
5478,yes,yes,no,yes,yes
5479,yes,yes,yes,no,no
5480,yes,yes,no,no,no
5481,no,yes,no,no,no
5482,no,yes,no,yes,no
5483,no,yes,no,no,no
5484,no,no,no,no,no
5485,no,no,no,yes,yes
5486,yes,no,no,yes,no
5487,no,yes,no,no,no
5488,no,yes,no,yes,no
5489,no,yes,no,yes,no
5490,yes,yes,no,yes,no
5491,no,yes,no,no,yes
5492,yes,no,no,yes,yes
5493,yes,yes,no,yes,yes
5494,yes,yes,yes,yes,no
5495,no,yes,no,yes,no
5496,no,yes,no,no,no
5497,yes,no,yes,yes,no
5498,yes,yes,yes,yes,yes
5499,no,yes,yes,yes,yes
5500,yes,yes,no,yes,yes
5501,yes,no,no,no,no
5502,yes,no,no,yes,yes
5503,yes,yes,yes,no,no
5504,no,yes,no,no,no
5505,yes,yes,no,no,no
5506,yes,no,no,yes,no
5507,no,yes,yes,no,yes
5508,no,yes,no,yes,yes
5509,no,no,yes,yes,no
5510,yes,no,yes,no,no
5511,yes,yes,no,no,no
5512,yes,yes,no,yes,yes
5513,yes,yes,no,no,no
5514,no,yes,no,no,no
5515,no,yes,yes,no,yes
5516,no,yes,no,no,yes
5517,no,yes,no,no,yes
5518,yes,yes,no,yes,no
5519,yes,no,yes,yes,no
5520,yes,yes,no,no,yes
5521,no,yes,no,no,no
5522,yes,no,no,no,no
5523,yes,yes,no,yes,yes
5524,yes,yes,yes,no,no
5525,yes,no,no,no,no
5526,yes,yes,yes,no,no
5527,yes,no,no,no,no
5528,yes,no,yes,yes,no
5529,no,yes,no,yes,yes
5530,yes,no,yes,no,yes
5531,yes,yes,no,no,no
5532,no,no,no,no,yes
5533,yes,yes,no,no,no
5534,yes,yes,no,yes,yes
5535,no,yes,no,no,no
5536,no,yes,yes,yes,yes
5537,yes,yes,no,yes,yes
5538,no,yes,yes,yes,yes
5539,yes,yes,no,yes,yes
5540,no,yes,no,yes,no
5541,yes,yes,yes,no,no
5542,no,no,no,no,no
5543,yes,no,no,yes,no
5544,yes,yes,no,yes,no
5545,no,yes,no,no,no
5546,yes,no,no,yes,yes
5547,yes,yes,no,yes,no
5548,yes,yes,no,yes,no
5549,yes,yes,no,no,no
5550,no,no,yes,no,no
5551,no,yes,no,yes,yes
5552,yes,yes,yes,yes,no
5553,yes,yes,yes,yes,yes
5554,no,yes,no,no,no
5555,yes,yes,yes,yes,yes
5556,yes,yes,no,yes,no
5557,yes,yes,no,no,no
5558,no,yes,no,no,no
5559,yes,no,yes,yes,no
5560,yes,no,no,no,no
5561,no,yes,no,no,no
5562,yes,no,yes,no,yes
5563,no,yes,yes,no,no
5564,yes,yes,yes,yes,no
5565,yes,yes,no,yes,yes
5566,yes,yes,no,no,no
5567,no,no,no,no,no
5568,no,yes,no,no,no
5569,yes,yes,no,no,no
5570,yes,yes,no,yes,no
5571,yes,yes,no,yes,no
5572,yes,yes,no,yes,no
5573,yes,yes,no,yes,yes
5574,yes,yes,yes,yes,no
5575,no,yes,no,yes,no
5576,yes,yes,yes,yes,yes
5577,no,yes,no,yes,no
5578,yes,no,yes,yes,no
5579,no,yes,no,yes,no
5580,yes,yes,no,no,yes
5581,yes,yes,yes,no,yes
5582,no,yes,yes,no,no
5583,no,yes,yes,no,no
5584,yes,no,no,no,no
5585,yes,no,no,yes,no
5586,yes,yes,yes,no,no
5587,yes,no,yes,yes,yes
5588,no,yes,no,no,no
5589,yes,yes,no,yes,no
5590,no,yes,yes,yes,yes
5591,no,yes,yes,yes,yes
5592,no,yes,no,no,no
5593,yes,no,yes,no,no
5594,yes,no,no,yes,no
5595,no,no,yes,yes,no
5596,no,yes,yes,no,no
5597,no,yes,yes,no,yes
5598,no,yes,yes,no,no
5599,no,yes,yes,no,no
5600,yes,no,no,no,no
5601,no,no,no,no,no
5602,yes,yes,no,yes,no
5603,yes,no,no,no,yes
5604,no,no,yes,no,yes
5605,yes,no,no,no,yes
5606,yes,yes,no,yes,no
5607,no,no,no,no,yes
5608,no,yes,yes,no,no
5609,no,yes,no,no,yes
5610,yes,no,no,yes,yes
5611,yes,no,no,no,yes
5612,yes,yes,no,no,no
5613,yes,yes,no,yes,no
5614,yes,yes,no,yes,no
5615,yes,yes,no,yes,no
5616,no,no,no,no,no
5617,no,yes,no,no,yes
5618,yes,no,yes,yes,no
5619,yes,yes,no,no,no
5620,yes,no,no,no,no
5621,yes,no,no,no,yes
5622,yes,no,no,no,no
5623,yes,yes,yes,yes,no
5624,no,yes,no,no,no
5625,yes,no,no,no,no
5626,no,yes,yes,yes,no
5627,no,yes,no,no,no
5628,yes,yes,no,yes,no
5629,yes,yes,no,no,no
5630,no,yes,no,no,yes
5631,yes,yes,no,yes,no
5632,no,yes,yes,no,no
5633,yes,yes,no,no,yes
5634,yes,yes,yes,no,yes
5635,no,yes,yes,yes,no
5636,yes,yes,no,no,no
5637,no,no,no,yes,yes
5638,yes,yes,no,no,no
5639,no,yes,no,yes,no
5640,yes,yes,yes,yes,no
5641,yes,yes,no,no,no
5642,no,yes,yes,yes,yes
5643,no,yes,yes,no,yes
5644,no,yes,no,no,no
5645,no,yes,no,no,no
5646,no,yes,no,no,no
5647,yes,yes,no,no,no
5648,no,yes,no,no,no
5649,yes,yes,no,yes,no
5650,yes,no,yes,no,no
5651,yes,yes,no,yes,no
5652,no,yes,no,no,no
5653,no,yes,no,no,no
5654,yes,yes,yes,no,no
5655,yes,no,yes,yes,yes
5656,no,yes,yes,no,no
5657,yes,no,no,yes,yes
5658,no,yes,yes,yes,yes
5659,no,no,yes,yes,no
5660,no,yes,yes,no,no
5661,yes,yes,yes,no,yes
5662,no,yes,yes,no,no
5663,no,yes,yes,yes,no
5664,yes,yes,no,no,yes
5665,no,yes,yes,no,no
5666,yes,yes,yes,no,yes
5667,yes,yes,yes,no,no
5668,yes,yes,no,yes,yes
5669,no,yes,yes,no,no
5670,yes,yes,no,yes,no
5671,no,yes,yes,no,no
5672,yes,yes,no,yes,yes
5673,no,yes,no,no,no
5674,no,yes,yes,yes,no
5675,yes,yes,yes,yes,yes
5676,yes,yes,no,no,no
5677,yes,yes,no,no,no
5678,no,yes,no,no,no
5679,yes,yes,no,yes,no
5680,yes,no,yes,yes,yes
5681,no,yes,no,no,no
5682,no,yes,no,no,no
5683,yes,no,no,yes,no
5684,yes,yes,no,yes,no
5685,yes,no,yes,yes,yes
5686,yes,yes,no,no,no
5687,no,yes,yes,no,no
5688,yes,yes,yes,yes,no
5689,no,yes,no,yes,no
5690,no,yes,no,no,no
5691,yes,yes,yes,yes,yes
5692,yes,yes,no,no,no
5693,no,yes,no,no,no
5694,yes,no,no,yes,no
5695,no,yes,no,yes,yes
5696,yes,yes,yes,yes,yes
5697,yes,yes,yes,yes,yes
5698,yes,yes,no,no,no
5699,no,yes,no,no,no
5700,yes,no,yes,yes,no
5701,yes,no,no,yes,no
5702,no,yes,yes,no,no
5703,no,yes,yes,yes,no
5704,no,yes,no,no,yes
5705,no,yes,no,no,no
5706,no,yes,no,yes,no
5707,yes,yes,no,yes,yes
5708,yes,yes,no,yes,no
5709,no,yes,no,no,no
5710,yes,yes,yes,no,no
5711,yes,yes,yes,yes,no
5712,yes,no,yes,yes,yes
5713,yes,no,yes,yes,no
5714,no,yes,yes,no,yes
5715,no,no,yes,yes,no
5716,yes,no,yes,yes,yes
5717,no,yes,no,no,no
5718,no,yes,no,yes,yes
5719,no,no,no,yes,yes
5720,yes,yes,no,no,yes
5721,yes,no,yes,yes,no
5722,no,yes,no,yes,no
5723,no,yes,no,no,no
5724,yes,no,no,no,no
5725,no,no,yes,yes,yes
5726,no,yes,yes,yes,no
5727,no,no,no,yes,yes
5728,no,yes,no,no,yes
5729,yes,yes,no,no,yes
5730,no,yes,yes,no,no
5731,yes,yes,yes,yes,yes
5732,yes,yes,yes,yes,no
5733,no,yes,no,yes,yes
5734,yes,no,yes,yes,yes
5735,yes,no,yes,yes,no
5736,no,yes,yes,no,no
5737,yes,yes,no,yes,yes
5738,yes,yes,no,yes,no
5739,yes,yes,no,no,no
5740,yes,yes,no,no,yes
5741,yes,yes,yes,no,no
5742,yes,no,no,yes,yes
5743,no,no,no,no,no
5744,yes,no,yes,yes,yes
5745,yes,no,no,no,no
5746,yes,yes,no,yes,yes
5747,no,yes,no,no,yes
5748,yes,yes,no,yes,no
5749,yes,yes,no,no,yes
5750,yes,yes,no,no,yes
5751,yes,yes,no,yes,no
5752,yes,yes,yes,no,no
5753,yes,no,no,yes,yes
5754,yes,yes,no,yes,yes
5755,yes,no,no,no,no
5756,no,yes,no,yes,no
5757,yes,yes,yes,yes,no
5758,no,yes,no,yes,no
5759,yes,yes,no,no,no
5760,yes,yes,no,yes,yes
5761,yes,yes,no,no,yes
5762,no,yes,yes,no,yes
5763,no,yes,no,no,no
5764,no,yes,no,no,no
5765,yes,no,yes,yes,yes
5766,no,yes,no,no,no
5767,no,yes,yes,no,no
5768,no,yes,no,no,no
5769,yes,no,yes,yes,yes
5770,yes,no,no,yes,no
5771,yes,yes,no,yes,no
5772,yes,yes,no,yes,no
5773,yes,yes,no,no,yes
5774,no,yes,no,no,no
5775,yes,yes,yes,yes,yes
5776,yes,yes,yes,yes,no
5777,yes,yes,no,no,no
5778,no,yes,no,no,no
5779,no,yes,no,no,yes
5780,no,yes,no,yes,no
5781,yes,no,no,yes,yes
5782,yes,no,yes,yes,yes
5783,yes,yes,yes,yes,no
5784,yes,yes,yes,yes,no
5785,yes,no,yes,yes,yes
5786,no,yes,no,no,no
5787,yes,no,yes,yes,yes
5788,yes,no,no,yes,no
5789,yes,no,no,yes,no
5790,no,yes,no,no,no
5791,no,yes,no,yes,no
5792,no,yes,yes,yes,yes
5793,yes,yes,no,yes,no
5794,no,yes,no,no,no
5795,yes,yes,no,yes,no
5796,yes,no,yes,yes,yes
5797,no,yes,no,yes,no
5798,yes,yes,yes,no,no
5799,no,yes,no,no,no
5800,yes,no,yes,yes,no
5801,no,no,no,yes,yes
5802,no,no,no,yes,no
5803,no,yes,yes,no,no
5804,yes,yes,no,no,no
5805,no,no,yes,yes,no
5806,yes,no,no,yes,yes
5807,yes,yes,no,yes,no
5808,yes,yes,yes,yes,yes
5809,yes,no,yes,yes,no
5810,no,yes,no,no,no
5811,yes,yes,no,no,no
5812,yes,no,yes,yes,yes
5813,no,no,no,no,no
5814,yes,yes,no,yes,no
5815,yes,no,yes,yes,no
5816,yes,yes,yes,yes,no
5817,yes,yes,yes,no,no
5818,yes,no,no,yes,yes
5819,yes,no,no,no,yes
5820,yes,no,no,yes,no
5821,yes,no,yes,yes,yes
5822,yes,yes,no,yes,yes
5823,no,no,no,no,yes
5824,yes,no,yes,no,no
5825,no,yes,no,no,no
5826,no,yes,no,no,no
5827,no,yes,no,no,yes
5828,yes,yes,no,no,no
5829,no,yes,no,no,no
5830,yes,no,yes,yes,no
5831,yes,yes,no,no,yes
5832,yes,no,yes,yes,no
5833,yes,yes,no,yes,no
5834,no,yes,yes,yes,yes
5835,yes,no,yes,no,no
5836,yes,no,yes,yes,yes
5837,no,no,no,no,no
5838,yes,yes,yes,no,yes
5839,yes,yes,yes,yes,yes
5840,no,yes,no,no,no
5841,yes,yes,no,no,no
5842,no,yes,no,no,yes
5843,no,yes,yes,yes,yes
5844,yes,yes,yes,yes,no
5845,no,yes,no,no,no
5846,yes,no,no,no,yes
5847,no,yes,no,no,no
5848,no,yes,yes,yes,yes
5849,yes,yes,no,yes,yes
5850,yes,no,no,yes,no
5851,no,yes,no,no,no
5852,yes,yes,yes,yes,yes
5853,yes,yes,no,yes,yes
5854,no,no,yes,no,no
5855,yes,yes,no,no,no
5856,yes,yes,yes,yes,yes
5857,yes,yes,yes,no,no
5858,yes,no,no,no,yes
5859,yes,yes,no,yes,no
5860,yes,yes,no,no,no
5861,yes,yes,yes,yes,no
5862,yes,yes,no,no,no
5863,no,yes,yes,no,no
5864,no,yes,no,no,no
5865,no,yes,no,yes,no
5866,no,yes,no,no,yes
5867,yes,yes,no,yes,no
5868,yes,no,yes,no,no
5869,yes,yes,no,no,no
5870,yes,yes,no,yes,no
5871,no,yes,no,no,yes
5872,no,yes,yes,no,yes
5873,yes,no,yes,no,no
5874,yes,no,yes,no,yes
5875,no,yes,yes,yes,yes
5876,yes,no,yes,yes,yes
5877,no,yes,no,no,no
5878,yes,no,yes,yes,yes
5879,no,yes,no,no,no
5880,yes,yes,yes,yes,yes
5881,yes,yes,no,yes,no
5882,yes,yes,no,no,no
5883,yes,yes,no,no,no
5884,yes,no,no,no,no
5885,yes,yes,no,no,no
5886,no,yes,no,no,no
5887,yes,yes,no,yes,no
5888,yes,no,yes,yes,yes
5889,yes,yes,yes,yes,no
5890,yes,yes,yes,yes,no
5891,no,yes,no,no,no
5892,yes,no,yes,no,yes
5893,yes,yes,no,no,no
5894,no,yes,no,yes,no
5895,no,yes,no,yes,no
5896,yes,no,yes,yes,yes
5897,yes,yes,yes,yes,yes
5898,no,yes,no,no,no
5899,yes,yes,yes,yes,yes
5900,yes,yes,yes,yes,yes
5901,yes,yes,yes,no,no
5902,yes,yes,no,yes,no
5903,yes,yes,no,yes,yes
5904,yes,yes,no,no,yes
5905,no,yes,no,no,no
5906,no,yes,no,no,no
5907,yes,yes,yes,yes,no
5908,yes,no,no,yes,no
5909,yes,yes,no,no,no
5910,no,no,yes,yes,yes
5911,no,yes,yes,no,yes
5912,yes,no,yes,yes,yes
5913,no,yes,no,no,no
5914,yes,yes,yes,no,no
5915,yes,yes,yes,no,yes
5916,yes,yes,yes,yes,yes
5917,no,yes,no,no,yes
5918,yes,no,yes,no,no
5919,no,yes,no,no,no
5920,yes,no,yes,yes,yes
5921,yes,no,no,no,yes
5922,yes,no,no,yes,yes
5923,no,yes,yes,yes,yes
5924,yes,no,yes,yes,yes
5925,no,no,yes,no,no
5926,yes,yes,yes,no,no
5927,no,no,no,no,no
5928,no,yes,no,yes,yes
5929,no,no,no,yes,no
5930,no,yes,no,yes,no
5931,no,yes,no,no,no
5932,no,yes,no,no,no
5933,no,no,no,no,yes
5934,yes,yes,yes,no,no
5935,no,no,no,no,no
5936,yes,no,no,no,yes
5937,no,yes,no,no,no
5938,no,yes,no,yes,yes
5939,yes,yes,no,yes,no
5940,no,no,no,yes,no
5941,yes,yes,yes,yes,no
5942,yes,yes,no,no,no
5943,no,yes,no,yes,yes
5944,yes,no,yes,yes,yes
5945,yes,yes,no,no,yes
5946,no,yes,no,no,yes
5947,yes,no,no,no,no
5948,no,yes,yes,no,no
5949,no,yes,yes,no,no
5950,no,yes,no,no,yes
5951,no,yes,no,no,no
5952,yes,yes,no,yes,yes
5953,yes,no,no,yes,yes
5954,yes,yes,yes,yes,no
5955,yes,yes,no,yes,yes
5956,yes,yes,yes,no,no
5957,yes,yes,no,yes,yes
5958,no,no,yes,yes,yes
5959,yes,no,yes,no,no
5960,yes,yes,no,yes,yes
5961,yes,yes,no,yes,no
5962,no,yes,yes,no,no
5963,yes,no,yes,yes,yes
5964,no,yes,yes,no,no
5965,yes,yes,yes,yes,no
5966,yes,yes,yes,yes,no
5967,no,no,yes,no,yes
5968,no,yes,yes,no,no
5969,no,no,yes,no,yes
5970,no,yes,no,yes,no
5971,yes,no,yes,yes,yes
5972,yes,yes,no,yes,yes
5973,yes,yes,yes,yes,no
5974,yes,yes,no,no,no
5975,yes,no,no,no,yes
5976,no,yes,no,no,yes
5977,yes,no,yes,yes,no
5978,yes,no,yes,yes,no
5979,yes,yes,yes,no,no
5980,yes,yes,yes,no,no
5981,no,yes,yes,no,yes
5982,yes,yes,yes,no,yes
5983,no,yes,yes,yes,no
5984,no,yes,no,no,no
5985,yes,yes,no,no,no
5986,no,yes,no,no,no
5987,yes,no,no,yes,no
5988,yes,yes,no,no,no
5989,yes,no,no,yes,yes
5990,no,yes,no,yes,no
5991,yes,no,yes,yes,yes
5992,no,no,no,yes,yes
5993,yes,no,no,no,yes
5994,yes,no,yes,no,no
5995,no,yes,yes,no,no
5996,no,no,no,no,no
5997,no,yes,no,no,no
5998,yes,no,yes,no,no
